S_CODE,S_CITY,E_CODE,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
JFK,New York/Newark NY,*,Orlando FL,1.08,3,Yes,0,0.238685,32991,22360,8621121,1421287,1,Free,947,54990,123.97
LGA,New York/Newark NY,*,Orlando FL,1.08,3,Yes,0,0.238685,32991,22360,8621121,1421287,1,Free,947,54990,123.97
EWR,New York/Newark NY,*,Phoenix AZ,1.39,3,No,0,0.28929,32991,23025,8621121,2753373,0,Constrained,2148,14830,273.12
JFK,New York/Newark NY,*,Phoenix AZ,1.39,3,No,0,0.28929,32991,23025,8621121,2753373,1,free,2148,14830,273.12
LGA,New York/Newark NY,*,Phoenix AZ,1.39,3,No,0,0.28929,32991,23025,8621121,2753373,1,free,2148,14830,273.12
EWR,New York/Newark NY,*,Pittsburgh PA,1.02,3,No,0,0.589874,32991,25054,8621121,2374260,0,Constrained,325,13957,169.9
EWR,New York/Newark NY,*,Pittsburgh PA,1.02,3,No,0,0.589874,32991,25054,8621121,2374260,0,Constrained,325,13957,169.9
JFK,New York/Newark NY,*,Pittsburgh PA,1.02,3,No,0,0.589874,32991,25054,8621121,2374260,1,Constrained,325,13957,169.9
LGA,New York/Newark NY,*,Pittsburgh PA,1.02,3,No,0,0.589874,32991,25054,8621121,2374260,1,Constrained,325,13957,169.9
EWR,New York/Newark NY,*,Portland OR,1.77,1,No,0,0.254846,32991,26409,8621121,249561,0,Constrained,2444,4455,302.33
JFK,New York/Newark NY,*,Portland OR,1.77,3,No,0,0.254846,32991,26409,8621121,249561,1,Free,2444,4455,302.33
LGA,New York/Newark NY,*,Portland OR,1.77,3,No,0,0.254846,32991,26409,8621121,249561,1,Free,2444,4455,302.33
EWR,New York/Newark NY,*,Providence RI,1,3,No,0,0.444976,32991,24205,8621121,905329,0,Constrained,147,4158,106.29
JFK,New York/Newark NY,*,Providence RI,1,3,No,0,0.444976,32991,24205,8621121,905329,1,Free,147,4158,106.29
LGA,New York/Newark NY,*,Providence RI,1,3,No,0,0.444976,32991,24205,8621121,905329,1,Free,147,4158,106.29
EWR,New York/Newark NY,*,Raleigh/Durham NC,1.06,3,No,0,0.347423,32991,26101,8621121,1021830,0,Constrained,426,12883,154.73
JFK,New York/Newark NY,*,Raleigh/Durham NC,1.06,3,No,0,0.347423,32991,26101,8621121,1021830,1,free,426,12883,154.73
LGA,New York/Newark NY,*,Raleigh/Durham NC,1.06,3,No,0,0.347423,32991,26101,8621121,1021830,1,free,426,12883,154.73
EWR,New York/Newark NY,*,Richmond (Intl) VA,1.04,3,No,0,0.500645,32991,26553,8621121,936107,0,Constrained,287,4472,218.54
JFK,New York/Newark NY,*,Richmond (Intl) VA,1.04,3,No,0,0.500645,32991,26553,8621121,936107,1,Free,287,4472,218.54
LGA,New York/Newark NY,*,Richmond (Intl) VA,1.04,3,No,0,0.500645,32991,26553,8621121,936107,1,Free,287,4472,218.54
EWR,New York/Newark NY,*,Rochester NY,1.01,3,No,0,0.342864,32991,26044,8621121,113091,0,Constrained,254,8469,127.38
JFK,New York/Newark NY,*,Rochester NY,1.01,3,No,0,0.342864,32991,26044,8621121,113091,1,Free,254,8469,127.38
LGA,New York/Newark NY,*,Rochester NY,1.01,3,No,0,0.342864,32991,26044,8621121,113091,1,Free,254,8469,127.38
EWR,New York/Newark NY,*,Salt Lake City UT,1.64,1,No,0,0.38635,32991,21121,8621121,1228816,0,Constrained,1982,4739,259.32
JFK,New York/Newark NY,*,Salt Lake City UT,1.64,3,No,0,0.38635,32991,21121,8621121,1228816,1,Free,1982,4739,259.32
LGA,New York/Newark NY,*,Salt Lake City UT,1.64,3,No,0,0.38635,32991,21121,8621121,1228816,1,Free,1982,4739,259.32
EWR,New York/Newark NY,*,San Antonio TX,1.78,3,No,0,0.290597,32991,21276,8621121,1481709,0,Constrained,1577,3732,273.53
JFK,New York/Newark NY,*,San Antonio TX,1.78,3,No,0,0.290597,32991,21276,8621121,1481709,1,free,1577,3732,273.53
LGA,New York/Newark NY,*,San Antonio TX,1.78,3,No,0,0.290597,32991,21276,8621121,1481709,1,Free,1577,3732,273.53
EWR,New York/Newark NY,*,San Diego CA,1.57,1,No,0,0.23136,32991,23903,8621121,2673620,0,Constrained,2433,9343,299.17
JFK,New York/Newark NY,*,San Diego CA,1.57,3,No,0,0.23136,32991,23903,8621121,2673620,1,Free,2433,9343,299.17
LGA,New York/Newark NY,*,San Diego CA,1.57,3,No,0,0.23136,32991,23903,8621121,2673620,1,Free,2433,9343,299.17
EWR,New York/Newark NY,*,San Francisco CA,1.24,3,No,0,0.336286,32991,38813,8621121,1653017,0,Constrained,2574,41492,374.4
JFK,New York/Newark NY,*,San Francisco CA,1.24,3,No,0,0.336286,32991,38813,8621121,1653017,1,Free,2574,41492,374.4
LGA,New York/Newark NY,*,San Francisco CA,1.24,3,No,0,0.336286,32991,38813,8621121,1653017,1,Free,2574,41492,374.4
EWR,New York/Newark NY,*,Sarasota/Bradenton FL,1.37,3,Yes,0,0.378729,32991,30460,8621121,528868,0,Constrained,1042,4028,137.25
JFK,New York/Newark NY,*,Sarasota/Bradenton FL,1.37,3,Yes,0,0.378729,32991,30460,8621121,528868,1,free,1042,4028,137.25
LGA,New York/Newark NY,*,Sarasota/Bradenton FL,1.37,1,Yes,0,0.378729,32991,30460,8621121,528868,1,Free,1042,4028,137.25
EWR,New York/Newark NY,*,Seattle/Tacoma WA,1.52,1,No,0,0.201998,32991,30916,8621121,2230831,0,Constrained,2411,10125,289.25
JFK,New York/Newark NY,*,Seattle/Tacoma WA,1.52,1,No,0,0.201998,32991,30916,8621121,2230831,1,Free,2411,10125,289.25
LGA,New York/Newark NY,*,Seattle/Tacoma WA,1.52,3,No,0,0.201998,32991,30916,8621121,2230831,1,Free,2411,10125,289.25
EWR,New York/Newark NY,*,St Louis MO,1.16,3,No,0,0.627561,32991,25824,8621121,2549844,0,Constrained,877,10816,261.63
JFK,New York/Newark NY,*,St Louis MO,1.16,3,No,0,0.627561,32991,25824,8621121,2549844,1,Free,877,10816,261.63
LGA,New York/Newark NY,*,St Louis MO,1.16,3,No,0,0.627561,32991,25824,8621121,2549844,1,Free,877,10816,261.63
EWR,New York/Newark NY,*,Syracuse NY,1,3,No,0,0.280692,32991,22069,8621121,743633,0,Constrained,,5275,120.84
JFK,New York/Newark NY,*,Syracuse NY,1,3,No,0,0.280692,32991,22069,8621121,743633,1,Free,195,5275,120.84
LGA,New York/Newark NY,*,Syracuse NY,1,3,No,0,0.280692,32991,22069,8621121,743633,1,Free,196,5275,120.84
EWR,New York/Newark NY,*,Tampa FL,1.1,0,Yes,0,0.242298,32991,23654,8621121,2195215,0,Constrained,,27103,123.89
JFK,New York/Newark NY,*,Tampa FL,1.1,3,Yes,0,0.242298,32991,23654,8621121,2195215,1,Free,1009,27103,123.89
LGA,New York/Newark NY,*,Tampa FL,1.1,3,Yes,0,0.242298,32991,23654,8621121,2195215,1,Free,1009,27103,123.89
EWR,New York/Newark NY,DCA,Washington DC,1,3,No,0,0.248789,32991,31981,8621121,4549784,1,Constrained,217,63690,114.35
JFK,New York/Newark NY,DCA,Washington DC,1,3,No,0,0.248789,32991,31981,8621121,4549784,1,Free,217,63690,114.35
LGA,New York/Newark NY,DCA,Washington DC,1,3,No,0,0.248789,32991,31981,8621121,4549784,1,Free,217,63690,114.35
EWR,New York/Newark NY,IAD,Washington DC,1,3,No,0,0.248789,32991,31981,8621121,4549784,0,Constrained,217,63690,114.35
JFK,New York/Newark NY,IAD,Washington DC,1,3,No,0,0.248789,32991,31981,8621121,4549784,1,Free,217,63690,114.35
LGA,New York/Newark NY,IAD,Washington DC,1,1,No,0,0.248789,32991,31981,8621121,4549784,1,Free,217,63690,114.35
EWR,New York/Newark NY,*,West Palm Beach FL,1.08,0,Yes,0,0.22167,32991,37375,8621121,991717,0,Constrained,,34324,129.63
JFK,New York/Newark NY,*,West Palm Beach FL,1.08,3,Yes,0,0.22167,32991,37375,8621121,991717,1,Free,1030,34324,129.63
LGA,New York/Newark NY,*,West Palm Beach FL,1.08,3,Yes,0,0.22167,32991,37375,8621121,991717,1,Free,1030,34324,129.63
*,Norfolk/Va B/Pt/Ch VA,EWR,New York/Newark NY,1.02,3,No,0,0.358586,21125,32991,1536012,8621121,0,Constrained,291,6295,150.13
*,Norfolk/Va B/Pt/Ch VA,JFK,New York/Newark NY,1.02,0,No,0,0.358586,21125,32991,1536012,8621121,1,Free,291,6295,150.13
*,Norfolk/Va B/Pt/Ch VA,LGA,New York/Newark NY,1.02,3,No,0,0.358586,21125,32991,1536012,8621121,1,Free,291,6295,150.13
*,Oakland CA,*,Phoenix AZ,1.03,3,No,1,0.478755,29846,23025,2237227,2753373,0,Free,638,8271,84.15
*,Oakland CA,*,Portland OR,1.01,3,No,1,0.528156,29846,26409,2237227,249561,0,free,543,10016,63.76
*,Oakland CA,*,Reno NV,1,3,Yes,1,1,29846,29284,2237227,298680,0,Free,180,5220,47.85
*,Oakland CA,*,Salt Lake City UT,1,1,No,1,0.521838,29846,21121,2237227,1228816,0,Free,586,6460,69.95
*,Oakland CA,*,San Diego CA,1.02,3,No,1,0.958809,29846,23903,2237227,2673620,0,Free,448,16226,57.29
*,Oakland CA,*,Seattle/Tacoma WA,1.02,3,No,1,0.532885,29846,30916,2237227,2230831,0,Free,677,17497,63.06
*,Omaha NE,*,Phoenix AZ,1.34,3,No,1,0.344298,25127,23025,679984,2753373,0,Free,1031,5953,81.32
*,Orlando FL,*,Baltimore/Wash Intl MD,1.13,3,Yes,1,0.570676,22360,29838,1421287,7145897,0,Free,788,11013,106.11
*,Orlando FL,*,Indianapolis IN,1.24,3,Yes,1,0.300948,22360,25475,1421287,1489247,0,Free,828,7675,97.36
*,Orlando FL,*,Milwaukee WI,1.49,3,Yes,0,0.298542,22360,26695,1421287,1646147,0,free,1066,6935,104.87
*,Orlando FL,*,Nashville TN,1.17,1,Yes,1,0.217345,22360,25995,1421287,1115048,0,Free,615,6224,87.8
*,Orlando FL,*,Philadelphia/Camden PA,1.14,3,Yes,0,0.533532,22360,27994,1421287,4948339,0,free,872,17853,114.28
*,Orlando FL,*,Phoenix AZ,1.78,3,Yes,1,0.227524,22360,23025,1421287,2753373,0,Free,1851,4099,162.53
*,Orlando FL,*,Pittsburgh PA,1.23,3,Yes,0,0.616633,22360,25054,1421287,2374260,0,Constrained,831,7121,122.62
*,Orlando FL,*,Providence RI,1.55,2,Yes,0,0.308727,22360,24205,1421287,905329,0,Free,1075,4771,108.96
*,Orlando FL,*,San Antonio TX,1.6,2,Yes,1,0.236636,22360,21276,1421287,1481709,0,free,1032,2978,118.17
*,Orlando FL,*,San Francisco CA,1.66,3,Yes,0,0.263887,22360,38813,1421287,1653017,0,Free,2443,4799,261.74
*,Orlando FL,*,Seattle/Tacoma WA,1.88,3,Yes,0,0.201246,22360,30916,1421287,2230831,0,Free,2553,3183,238.73
*,Orlando FL,*,St Louis MO,1.29,3,Yes,1,0.470844,22360,25824,1421287,2549844,0,Free,869,6082,142.98
*,Orlando FL,*,Syracuse NY,1.55,3,Yes,0,0.350311,22360,22069,1421287,743633,0,Free,1054,3861,119.9
*,Orlando FL,DCA,Washington DC,1.15,3,Yes,0,0.308134,22360,31981,1421287,4549784,1,Free,760,14683,125.8
*,Orlando FL,IAD,Washington DC,1.15,1,Yes,0,0.308134,22360,31981,1421287,4549784,0,Free,760,14683,125.8
*,Philadelphia/Camden PA,*,Phoenix AZ,1.55,3,No,0,0.312759,27994,23025,4948339,2753373,0,Free,2083,3891,291.78
*,Philadelphia/Camden PA,*,Pittsburgh PA,1.02,0,No,0,0.993507,27994,25054,4948339,2374260,0,Constrained,264,9515,134.09
*,Philadelphia/Camden PA,*,Raleigh/Durham NC,1.02,3,No,0,0.531736,27994,26101,4948339,1021830,0,free,346,4288,144.86
*,Philadelphia/Camden PA,*,San Francisco CA,1.41,3,No,0,0.351697,27994,38813,4948339,1653017,0,free,2523,8081,326.76
*,Philadelphia/Camden PA,*,Tampa FL,1.15,3,Yes,0,0.617224,27994,23654,4948339,2195215,0,Free,932,8064,122.99
*,Philadelphia/Camden PA,*,West Palm Beach FL,1.17,3,Yes,0,0.67978,27994,37375,4948339,991717,0,free,960,6016,124.87
*,Phoenix AZ,*,Baltimore/Wash Intl MD,1.86,3,No,1,0.123048,23025,29838,2753373,7145897,0,free,2001,4408,181.16
*,Phoenix AZ,*,Colorado Springs CO,1.09,3,No,0,0.435131,23025,22263,2753373,472254,0,free,550,7599,77.98
*,Phoenix AZ,*,Indianapolis IN,1.27,3,No,1,0.344675,23025,25475,2753373,1489247,0,Free,1491,5100,138.08
*,Phoenix AZ,*,Milwaukee WI,1.36,3,No,0,0.314668,23025,26695,2753373,1646147,0,Free,1461,4879,154.06
*,Phoenix AZ,*,Portland OR,1.31,3,No,1,0.271038,23025,26409,2753373,249561,0,free,1001,8292,114.95
*,Phoenix AZ,*,Reno NV,1.07,3,Yes,1,0.486036,23025,29284,2753373,298680,0,free,592,4517,72.42
*,Phoenix AZ,*,Sacramento CA,1.1,3,No,1,0.445067,23025,24236,2753373,1481076,0,free,629,7007,78.67
*,Phoenix AZ,*,Salt Lake City UT,1.01,3,No,1,0.357078,23025,21121,2753373,1228816,0,Free,495,12447,73.69
*,Phoenix AZ,*,San Diego CA,1.01,3,No,1,0.591884,23025,23903,2753373,2673620,0,Free,295,20653,50.1
*,Phoenix AZ,*,San Francisco CA,1.03,3,No,1,0.340575,23025,38813,2753373,1653017,0,Free,646,14400,85.52
*,Phoenix AZ,*,San Jose CA,1.05,3,No,1,0.510801,23025,34880,2753373,1594251,0,Free,614,10131,92.57
*,Phoenix AZ,*,Seattle/Tacoma WA,1.22,3,No,1,0.296301,23025,30916,2753373,2230831,0,Free,1103,13153,110
*,Phoenix AZ,*,St Louis MO,1.07,3,No,1,0.350322,23025,25824,2753373,2549844,0,free,1272,5830,137.2
*,Phoenix AZ,DCA,Washington DC,1.58,3,No,0,0.229523,23025,31981,2753373,4549784,1,free,1970,5190,279.83
*,Phoenix AZ,IAD,Washington DC,1.58,3,No,0,0.229523,23025,31981,2753373,4549784,0,free,1970,5190,279.83
*,Phoenix AZ,,,NA,NA,,NA,#VALUE!,23025,25824,2753373,2549844,NA,,NA,NA,NA
*,Pittsburgh PA,*,Tampa FL,1.29,3,Yes,0,0.710501,25054,23654,2374260,2195215,0,Constrained,874,4715,119.84
*,Portland OR,*,Reno NV,1.06,3,Yes,1,0.529651,26409,29284,249561,298680,0,Free,444,9368,44.89
*,Sacramento CA,*,Portland OR,1.04,3,No,1,0.519885,24236,26409,1481076,249561,0,Free,485,7070,65.8
*,Sacramento CA,*,Salt Lake City UT,1.05,1,No,1,0.605065,24236,21121,1481076,1228816,0,Free,525,4176,72.22
*,Salt Lake City UT,*,Baltimore/Wash Intl MD,1.93,3,No,1,0.200067,21121,29838,1228816,7145897,0,Free,1866,2767,157.5
*,Salt Lake City UT,*,Portland OR,1.03,3,No,1,0.568053,21121,26409,1228816,249561,0,free,633,6602,79.48
*,San Diego CA,*,Baltimore/Wash Intl MD,1.87,3,No,1,0.157293,23903,29838,2673620,7145897,0,Free,2290,3170,200.2
*,San Diego CA,*,Portland OR,1.26,3,No,1,0.487668,23903,26409,2673620,249561,0,Free,933,6302,96.58
*,San Diego CA,*,Reno NV,1.15,3,Yes,1,0.555056,23903,29284,2673620,298680,0,free,488,3958,68.59
*,San Diego CA,*,Sacramento CA,1.02,3,No,1,0.913073,23903,24236,2673620,1481076,0,Free,472,15062,57.57
*,San Diego CA,*,Salt Lake City UT,1.06,3,No,1,0.519361,23903,21121,2673620,1228816,0,Free,617,6671,65.91
*,San Diego CA,*,San Jose CA,1,3,No,1,0.495627,23903,34880,2673620,1594251,0,Free,419,17034,63.39
*,San Diego CA,*,Tucson AZ,1.17,3,No,1,0.6167,23903,20375,2673620,766956,0,Free,358,4307,54.96
*,San Diego CA,DCA,Washington DC,1.57,3,No,0,0.332981,23903,31981,2673620,4549784,1,Free,2259,6724,273.83
*,San Diego CA,IAD,Washington DC,1.57,3,No,0,0.332981,23903,31981,2673620,4549784,0,Free,2259,6724,273.83
*,San Francisco CA,*,Baltimore/Wash Intl MD,1.52,3,No,0,0.296759,38813,29838,1653017,7145897,0,Free,2454,6417,246.85
*,San Francisco CA,*,Honolulu (Intl) HI,1.04,3,Yes,0,0.244714,38813,26681,1653017,873131,0,Free,2401,19055,177.09
*,San Francisco CA,*,Indianapolis IN,1.71,3,No,0,0.189237,38813,25475,1653017,1489247,0,Free,1941,3814,157.45
*,San Francisco CA,*,Portland OR,1.01,3,No,0,0.514417,38813,26409,1653017,249561,0,Free,542,13527,68.41
*,San Francisco CA,*,Salt Lake City UT,1.02,3,No,0,0.449165,38813,21121,1653017,1228816,0,free,593,6213,85.19
*,San Francisco CA,*,San Diego CA,1.02,3,No,1,0.510183,38813,23903,1653017,2673620,0,free,455,27906,58.68
*,San Francisco CA,DCA,Washington DC,1.37,3,No,0,0.686577,38813,31981,1653017,4549784,1,Free,2428,17938,347.82
*,San Francisco CA,IAD,Washington DC,1.37,3,No,0,0.686577,38813,31981,1653017,4549784,0,Free,2428,17938,347.82
*,San Jose CA,*,Portland OR,1,3,No,1,0.473096,34880,26409,1594251,249561,0,Free,569,11593,65.84
,,,,NA,NA,,0,NA,NA,NA,NA,NA,NA,,NA,471500,NA
*,San Jose CA,*,Reno NV,1,3,Yes,1,0.545419,34880,29284,1594251,298680,0,free,188,6394,42.47
*,Seattle/Tacoma WA,*,Boise ID,1.07,3,No,1,0.525524,30916,23901,2230831,372606,0,Free,403,5995,69.12
*,Seattle/Tacoma WA,*,Honolulu (Intl) HI,1.29,3,Yes,0,0.333311,30916,26681,2230831,873131,0,Free,2679,6464,221.89
*,Seattle/Tacoma WA,*,Portland OR,1,0,No,0,0.63974,30916,26409,2230831,249561,0,Free,135,11415,88.46
*,Seattle/Tacoma WA,*,Reno NV,1.02,3,Yes,1,0.380274,30916,29284,2230831,298680,0,Free,569,14609,45.11
*,Seattle/Tacoma WA,*,Sacramento CA,1.03,3,No,1,0.588977,30916,24236,2230831,1481076,0,free,618,10303,64.39
*,Seattle/Tacoma WA,*,Salt Lake City UT,1.03,3,No,1,0.513588,30916,21121,2230831,1228816,0,Free,696,9201,78.3
*,Seattle/Tacoma WA,*,San Diego CA,1.26,3,No,1,0.558872,30916,23903,2230831,2673620,0,free,1056,11396,100.8
*,Seattle/Tacoma WA,*,San Francisco CA,1.02,3,No,0,0.512422,30916,38813,2230831,1653017,0,Free,676,20727,81.28
*,Seattle/Tacoma WA,*,San Jose CA,1.02,3,No,1,0.520165,30916,34880,2230831,1594251,0,Free,702,15072,63.3
*,Seattle/Tacoma WA,*,Spokane WA,1,3,No,1,0.555201,30916,21300,2230831,403939,0,Free,225,16507,51.3
*,Seattle/Tacoma WA,DCA,Washington DC,1.55,3,No,0,0.435851,30916,31981,2230831,4549784,1,free,2317,7614,281.06
*,Seattle/Tacoma WA,IAD,Washington DC,1.55,3,No,0,0.435851,30916,31981,2230831,4549784,0,Free,2317,7614,281.06
*,Spokane WA,*,Portland OR,1.01,3,No,1,0.502072,21300,26409,403939,249561,0,Free,281,6760,50.38
*,St Louis MO,*,Baltimore/Wash Intl MD,1.14,3,No,1,0.419124,25824,29838,2549844,7145897,0,Free,729,10264,99.7
*,St Louis MO,*,Tampa FL,1.19,3,Yes,1,0.413663,25824,23654,2549844,2195215,0,free,865,4749,135.76
*,St Louis MO,DCA,Washington DC,1.14,3,No,0,0.811712,25824,31981,2549844,4549784,1,Free,699,4957,258.37
*,St Louis MO,IAD,Washington DC,1.14,3,No,0,0.811712,25824,31981,2549844,4549784,0,Free,699,4957,258.37
*,Tampa FL,*,Baltimore/Wash Intl MD,1.13,3,Yes,1,0.520134,23654,29838,2195215,7145897,0,free,846,7082,106.77
*,Tampa FL,*,Indianapolis IN,1.28,3,Yes,1,0.307653,23654,25475,2195215,1489247,0,Free,844,5160,99.43
*,Tampa FL,DCA,Washington DC,1.24,3,Yes,0,0.458005,23654,31981,2195215,4549784,1,Free,815,8413,132.94
*,Tampa FL,IAD,Washington DC,1.24,3,Yes,0,0.458005,23654,31981,2195215,4549784,0,free,815,8413,132.94
DCA,Washington DC,*,Colorado Springs CO,1.68,3,No,0,0.266153,31981,22263,4549784,472254,1,free,1476,4945,157.2
IAD,Washington DC,*,Colorado Springs CO,1.68,3,No,0,0.266153,31981,22263,4549784,472254,0,free,1476,4945,157.2
DCA,Washington DC,*,Raleigh/Durham NC,1.01,3,No,0,0.326644,31981,26101,4549784,1021830,1,Free,225,7241,109.44
IAD,Washington DC,*,Raleigh/Durham NC,1.01,3,No,0,0.326644,31981,26101,4549784,1021830,0,free,225,7241,109.44
DCA,Washington DC,*,West Palm Beach FL,1.28,3,Yes,0,0.556643,31981,37375,4549784,991717,1,Free,858,4877,129.62
IAD,Washington DC,*,West Palm Beach FL,1.28,3,Yes,0,0.556643,31981,37375,4549784,991717,0,free,858,4877,129.62
